# 「每日交易建议」结算盈亏台账（recommendation ledger）
# 说明：记录的是**建议**的结算盈亏，不是实际成交记录。金额 = 建议仓位，成交与否未知。
# 口径：每条腿取「首推价 + 建议仓位」；同腿后续的加仓 / 改价不重复计入（避免同一论点重复计数）。
#       若某腿在论点翻转后被重新推荐（如 9/11 的 NO32），仍算同一腿，只记首推。
# 档位：N°C = [N.0, N+1.0)。YES N 赢 ⟺ 结算 = N；NO N 赢 ⟺ 结算 ≠ N。
# 字段：settle_date 结算日 | leg 腿名 | side YES/NO | bucket 档位 | entry_price 首推可执行价
#       cost_usd 建议投入(USDC) | shares 由 cost÷price 反推 | settle_bucket 实际结算档
#       settle_status confirmed/provisional | outcome win/loss/open | note
# 以 # 开头的行会被脚本忽略。
# 未纳入台账：2026-09-07 / 09-08（skill 迭代期，只有单腿试探，未留结构化建议流水）
# 未纳入台账：2026-09-10（结算日全天多次换腿：YES31 / NO32 / YES30 反复加仓 + NO31 卖出，建议流水未结构化留存，无法可靠还原）
# 2026-09-12 更正：14:57 首次回填时全天快照最高仅 32.6 → 记为 32；当晚按全天快照最高 33.1（15:30 全港 33.0–33.5）
#                    与市场 33 档 YES 0.998 更正为 33，故 NO33 由赢转输、NO32 由输转赢。
#                    官方 Daily Extract 已于 2026-09-14 11:26 复核：09-11=32.6→32、09-12=33.1→33、09-13=31.7→31，三日 settlement 全部 confirmed（原标 provisional 已解除）。
#                    注：rec_pnl.py --settle 落盘时把 settle_status 固定写 confirmed，故先跑 --settle 回填档位，再手工改回 provisional。
# 2026-09-14 结算：官方 Daily Extract（21:35 复核 XML 仅到 09-13）尚未出 09-14 → settle_status=provisional。
#                    判定依据：结算站日内序列（scripts/data/obs_1min_log.json）当日最高 28.6 @14:10 → 28 档；
#                    收盘后市场 28 档 YES bid/ask = 0.998/0.999（≥0.95 视为已定档），其余档 NO 0.999。
# 2026-09-15 结算：官方 Daily Extract（09-15 21:31 复核，XML 已出到 09-14）尚未出 09-15 → settle_status=provisional。
#                    判定依据：① 结算站日内序列（scripts/data/obs_1min_log.json）当日最高 31.3 @14:10 → 31 档；
#                    ② 收盘后市场 31 档 bid 0.990（>=0.95 视为已定档）；③ 与 reviews/2026-09-15_review.md 一致。
# 2026-09-14 结算档已由官方 Daily Extract 确认（09-14 = 28.7 → 28 档），provisional 解除。
# 计入口径自 v0.17.0 起由 rec_pnl.py 强制执行：同腿只取首推（同腿加仓/改价标 ↳ 加仓，不入账）——
#                    9/15 共 28 条记录 → 折叠为 6 条腿（YES30/NO31/YES29/NO29/YES32/YES33 各取首次）。
#                    outcome=void（作废/撤回/未发出）一律不入账，也不再被当成未结算（v0.16.x 的老 bug）。
# 2026-09-16 结算：官方 Daily Extract（09-16 21:32 复核）仅出到 09-15 → 09-16 为 provisional。
#                    判定依据：① 结算站日内序列（scripts/data/obs_1min_log.json）当日最高 31.4 @14:30 → 31 档；
#                    （同一序列 watch 记 31.5，14:30-16:20 十二个样本不再上升）② 收盘后市场 31 档 YES bid 0.999
#                    （>=0.95 视为已定档）且其余档 NO 0.999（market_prices.py 2026-09-16 --depth 3）。
# 2026-09-15 结算档已由官方 Daily Extract 确认（09-15 = 31.4 → 31 档）与 provisional 值一致，故解除。
# 2026-09-16 流水照录（09:05 首推 30YES @0.26 $152.5 / 32NO @0.83 $477.5；10:01 自我修正改价
#                    30YES @0.30 $100 / 32NO @0.81 $315 并首次给出 31NO @0.52 $215；11:30 判 watch 系统性
#                    低估 2 度 → 建议四腿全平并反手买 32YES @0.21 $67.2；13:40 建议卖 32NO @0.760 并持有 31NO；
#                    14:25 复查后建议不动）。
# 平仓 / 减仓建议**不单独建腿**：台账的负数成本行按空头口径计价（卖出价 vs 结算价 1.0），只适用于
#                    「开仓卖出」；平掉在册多头腿会与买入行同键（结算日+腿+方向+档位）而被折叠，且计价相反，
#                    故 11:30 的全平与 13:40 的卖 32NO 只在 note 与文件头记录（后者登记为 void 行）。
# 2026-09-16 结算档已由官方 Daily Extract 确认（09-16 = 31.5 → 31 档）与 provisional 值一致，故解除。
# 2026-09-17 结算：官方 Daily Extract（09-17 21:31 复核）仅出到 09-16 → 09-17 为 provisional。
#                    判定依据：① 结算站日内序列（scripts/data/obs_1min_log.json 与 intraday_log.json 同源 10 分钟快照）
#                    当日最高 31.2 @14:30（14:30 / 15:00 / 15:30 三次触及，15:40 起回落）→ 31 档；
#                    ② 收盘后市场 31 档 YES bid 0.999（>=0.95 视为已定档）且其余各档 NO 0.999
#                    （market_prices.py 2026-09-17 --depth 3）。
#                    注：当日 14:13 会话日志记「已观测最高 31.4」（watch 1 分钟口径），比快照序列的 31.2 高 0.2；
#                    两者同落 [31.0 到 32.0) → 结算档不受影响。
# 2026-09-17 流水（当日全部带金额的版本 照录；按「每条腿只取当日首个带金额版本」入账，其余折叠为 ↳ 加仓）：
#                    10:04 窗口外预案（10:30 复跑后须按新价重算）：30YES @0.110 ×156份=$17.16、33YES @0.080 ×275份=$22.00、
#                          31NO @0.520 ×96份=$49.92；
#                    11:03 窗口内（10:30 到 12:00）唯一可执行腿：31NO @0.570 ×145份=$82.65（取代 10:04 的 @0.520 预案价）；
#                    11:44 窗口内：32NO @0.460 ×128份=$58.90（NO32 ask 侧深度 255 份可全额成交）；
#                    12:05 起窗口外研究留档（v0.19.2 / 0.19.3 新纪律 标注「研究观察 非执行指令」）：
#                          12:23 31NO $195/311份、33YES $63/834份；12:54 31NO $112/213份、32YES $69/163份、33YES $8/77份；
#                          13:08 31NO $135/403份、32YES $93/299份、33YES $22/867份；14:13 31NO $29/523份、32YES $28/509份
#                          （12:05 那轮只给 EV 未给 Kelly 金额 → 不建腿）。
# 口径 10（2026-09-17 新校准点 待 Eason 拍板）：窗口外的「预案」与「研究留档」是否入账。
#                    本次采用「照录 + 首个带金额版本入账」——与 9/15 窗口外腿一律入账的先例一致 且把 v0.19.3
#                    「留档 Kelly 用于回溯最优下注时点」的数据沉淀进台账。
#                    本次 9/17 = 5 腿 1-4 / 投入 $216.98 / −$88.94。若只计窗口内可执行腿
#                    （11:03 NO31 @0.570 + 11:44 NO32 @0.460）= 2 腿 1-1 / 投入 $141.55 / −$13.51（差 $75.43）。
settle_date,leg,side,bucket,entry_price,cost_usd,settle_bucket,settle_status,outcome,note
2026-09-15,NO29,NO,29,0.9990,-171.83,,,void,13:45 【撤回】13:20 那条「卖 NO29 172 份 @>=0.995 换现金」作废。日最高 31.4 >= 30 已锁定 -> NO29 确定为赢，结算收满 $172。卖出净损 $0.2，且换来的现金无去处（本轮 Kelly 上限仅 $40）。判据见 SKILL.md「已经确定赢的腿不要卖」
2026-09-15,NO31,NO,31,0.3450,20.70,31,confirmed,loss,14:11 【本轮唯一正 EV，受深度卡死】买 60 份 NO31 @<=0.345（14:11 真实 ask 0.340）。公允 P(非31档)=41.5%（站点条件 rm=31+gap<=0.5 给 P(32)=46.4%），EV +22%。深度上限仅 60 份。取代 13:45 那条 @0.220 180 份版本
2026-09-15,YES32,YES,32,0.3450,17.94,31,confirmed,loss,14:11 【本轮唯一正 EV，受深度卡死】买 52 份 YES32 @<=0.345（14:11 真实 ask 0.340）。公允 38%（四路锚定 46.4/40.4/48.0/24.2），EV +10%。深度上限仅 52 份。与上一条同向（都押非31档，本条叠加32档杠杆），合计仅 38.3 美元
2026-09-15,NO31,NO,31,0.2200,39.60,,,void,13:45 【作废】旧挂单买 180 份 NO31 @<=0.220 撤销——市场 14:11 已把 NO31 bid/ask 推到 0.230/0.340，挂在 0.220 低于 bid 永不成交。改用 0.345 那版
2026-09-15,YES33,YES,33,0.0090,10.80,,,void,13:45 【作废】买 1200 份 YES33 @0.009 撤销——市场 14:09 已把 YES33 ask 从 0.010 抬到 0.040，公允 4% 对 0.040 恰好打平、无 edge
2026-09-15,YES32,YES,32,0.2800,38.64,31,confirmed,loss,14:30 【首选，唯一又便宜又深的正 EV】买 138 份 YES32 @<=0.280（14:31 真实 ask，深度上限 138 份）。公允 42.0%（reach_next 三路收敛 41.8/43.9/38.8），EV +50%。把 32 档回收从 9.8 抬到 147.8。35%Kelly 上限 170 远超深度，故由深度决定。取代 14:11 那条 @0.345 52 份版本
2026-09-15,YES33,YES,33,0.0120,1.36,31,confirmed,loss,14:30 【纯尾部彩票，两个口径都正 EV】买 113 份 YES33 @<=0.012（真实 ask，深度上限 113 份）。站点口径公允 4.5% -> EV +275%；网格模型口径 2.2% -> EV +83%。金额仅 1.36 美元，结 33 档回收 113
2026-09-15,NO31,NO,31,0.3900,110.37,31,confirmed,loss,14:30 【可选，非首选】买 283 份 NO31 @<=0.390（真实 ask，深度上限 283 份）。公允 47.0%，EV +20.5%；但若采用网格口径（公允 26.5%）则 EV -32%。会加深同向集中度（现有 448 份），买则均价由 0.716 摊到 0.590
2026-09-15,YES31,YES,31,0.8400,0.00,,,void,14:30 【明确不做】买 YES31 对冲不在选项内。保险价 0.840 对公允 0.530，EV -36.9%，是纯送的。组合在 31 档归零，但风险管理的正解是仓位规模而不是买昂贵保险
2026-09-15,NO31,NO,31,0.3450,20.70,,,void,14:11 【作废】买 60 份 NO31 @<=0.345 撤销——市场 14:31 已把 NO31 ask 推到 0.390，挂在 0.345 低于 ask 永不成交
2026-09-15,YES32,YES,32,0.3450,17.94,,,void,14:11 【作废，被更优价取代】买 52 份 YES32 @<=0.345 撤销——市场已跌到 0.280，改用 14:30 那条 138 份 @0.280
2026-09-15,NO31,NO,31,0.0600,14.76,31,confirmed,loss,14:43 【小额正 EV，状态反转后唯一还有意义的加仓】买 246 份 NO31 @<=0.060（14:43 真实 ask，深度上限 246 份）。公允 9.0%（gap>0.5 台阶下侧 5.0%，取 7.5% 全额加权），EV +50%。金额仅 14.76，属本金的 0.6%
2026-09-15,YES32,YES,32,0.0300,6.18,31,confirmed,loss,14:43 【小额正 EV】买 206 份 YES32 @<=0.030（真实 ask，深度上限 206 份）。公允 7.0%，EV +133%。金额 6.18 美元。仅在站点回升到 31.3 以上（gap 回到 0.5 内）时才值得加码
2026-09-15,YES33,YES,33,0.0010,1.07,31,confirmed,loss,14:43 【纯彩票】买 1072 份 YES33 @<=0.001（真实 ask，深度上限 1072 份）。公允 1.5%，EV +1400%。金额 1.07 美元
2026-09-15,YES32,YES,32,0.2800,0.00,,,void,14:31 【未发出即作废】基于 14:20 实况(gap=0.3)算的 P(32)=0.42，14:30 实测 30.4(gap=1.0) 之后公允掉到 0.07（6 倍）。该建议未发给用户。规则：建议必须绑定数据时刻并写作废条件
2026-09-15,NO31,NO,31,0.3900,0.00,,,void,14:30 【作废】按 14:20 状态给的买 NO31 @<=0.390（283 份）作废——14:30 状态反转，公允由 47% 掉到 9%，且当时 ask 已到 0.060 那侧
2026-09-15,YES32,YES,32,0.3450,0.00,,,void,14:11 【作废】上轮那条买 52 份 YES32 @<=0.345 作废——14:30 状态反转后公允仅 0.07，若已成交即为亏损（成本 17.9，现值约 1.5）
2026-09-16,YES30,YES,30,0.2600,152.50,31,confirmed,loss,09:05 首推（当日首份执行方案 顶格 30%）：587 份 @<=0.26。依据 watch 实况外推 31.00。当日结算 31 档 → 输 −$152.50。注：该方案的实况依据 10:01 被自我修正作废（watch 下修至 30.10）但按「同腿只记首推」口径本条仍入账
2026-09-16,NO32,NO,32,0.8300,477.50,31,confirmed,win,09:05 首推：575 份 @0.83 深度内可立即成交；赢条件 = 结算 != 32 档。当日结算 31 档 → 赢 回收 $575.30 净 +$97.80
2026-09-16,YES30,YES,30,0.3000,100.00,31,confirmed,loss,10:01 改价版：334 份 @0.30。同腿只记首推（09:05 @0.26 $152.5）→ 不入账 仅登记流水
2026-09-16,NO31,NO,31,0.5200,215.00,31,confirmed,loss,10:01 首推（当日首次出现的腿）：413 份 @0.52；赢条件 = 结算 != 31 档。当日结算 31 档 → 输 −$215.00。09:05 轮因 31 档两口径分歧砍掉 该腿随 watch 下修后重新进场
2026-09-16,NO32,NO,32,0.8100,315.00,31,confirmed,win,10:01 改价版：389 份 @0.81。同腿只记首推（09:05 @0.83 $477.5）→ 不入账 仅登记流水
2026-09-16,YES32,YES,32,0.2100,67.20,31,confirmed,loss,11:30 首推（反手腿）：判 watch 系统性低估 2 度 建议四腿全平后反手买 32 YES 320 份 @0.210（公允 40.5% EV +93%）。当日结算 31 档 → 输 −$67.20。当轮的四腿全平不单独建腿 见文件头
2026-09-16,NO32,NO,32,,0.00,,,void,13:40 【平仓建议 不单独入账】卖 32 NO 565 份 @0.760（回收 $429.35）：负数成本行按空头口径计价 只适用开仓卖出 平掉在册多头腿会与买入行同键被折叠 故仅登记
2026-09-17,YES30,YES,30,0.1100,17.16,31,provisional,loss,10:04 窗口外预案：156 份 @0.110（订单簿上限）；公允 15.3% EV +39%。当日最高 31.2 未触 30 档 → 输 −$17.16
2026-09-17,YES33,YES,33,0.0800,22.00,31,provisional,loss,10:04 窗口外预案：275 份 @0.080；公允 10.1% EV +26%。当日最高 31.2 未触 33 档 → 输 −$22.00
2026-09-17,NO31,NO,31,0.5200,49.92,31,provisional,loss,10:04 窗口外预案（该腿当日首个带金额版本 按口径 9 入账）：96 份 @0.520；赢条件 = 结算 != 31 档。当日结算 31 → 输 −$49.92。11:03 窗口内重算版 @0.570 折为加仓
2026-09-17,NO31,NO,31,0.5700,82.65,31,provisional,loss,11:03 窗口内（10:30 到 12:00）唯一可执行腿：145 份 @0.570（可挂 0.560 限价 ask 侧深度 178 份）；公允打折后 67.2% 五情景 EV 全正。同腿只记首推 → 不入账 仅登记流水
2026-09-17,NO32,NO,32,0.4600,58.90,31,provisional,win,11:44 窗口内首推：128 份 @0.460（NO32 ask 侧深度 255 份可全额成交）；单档硬上限判 32YES 必然高估。赢条件 = 结算 != 32 档。当日结算 31 → 赢 回收 $128.04 净 +$69.14
2026-09-17,NO31,NO,31,0.6270,195.00,31,provisional,loss,12:23 窗口外研究留档（非执行指令）：311 份。同腿加仓 不入账
2026-09-17,YES33,YES,33,0.0755,63.00,31,provisional,loss,12:23 窗口外研究留档（非执行指令）：834 份。同腿加仓 不入账
2026-09-17,NO31,NO,31,0.5258,112.00,31,provisional,loss,12:54 窗口外研究留档（非执行指令）：213 份。同腿加仓 不入账
2026-09-17,YES32,YES,32,0.4233,69.00,31,provisional,loss,12:54 窗口外研究留档首现（非执行指令）：163 份 @0.4233（市场 mid 0.425）；押「比市场热」。当日结算 31 → 输 −$69.00
2026-09-17,YES33,YES,33,0.1039,8.00,31,provisional,loss,12:54 窗口外研究留档（非执行指令）：77 份。同腿加仓 不入账
2026-09-17,NO31,NO,31,0.3350,135.00,31,provisional,loss,13:08 窗口外研究留档（非执行指令）：403 份。同腿加仓 不入账
2026-09-17,YES32,YES,32,0.3110,93.00,31,provisional,loss,13:08 窗口外研究留档（非执行指令）：299 份。同腿加仓 不入账
2026-09-17,YES33,YES,33,0.0254,22.00,31,provisional,loss,13:08 窗口外研究留档（非执行指令）：867 份。同腿加仓 不入账
2026-09-17,NO31,NO,31,0.0554,29.00,31,provisional,loss,14:13 硬禁区研究留档（非执行指令）：523 份（深度仅 160）。同腿加仓 不入账
2026-09-17,YES32,YES,32,0.0550,28.00,31,provisional,loss,14:13 硬禁区研究留档（非执行指令）：509 份（深度 144）。同腿加仓 不入账
